orden_id;order_item_id;producto_id;vendedor_id;fecha_envio_limite;precio;valor_flete;nombre_categoria_producto;longitud_nombre_producto;longitud_descripcion_producto;cantidad_fotos_producto;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto
1884PR80A;A;PR80;VE8511;11/03/2018 2:36;171.54;12.98;Frutas y verduras;22;3;12;2525;41;26;28
65604PG73A;A;PG73;VE3482;20/03/2018 17:36;480.18;32.06;Salud;33;27;31;1007;20;15;30
80680PB28A;A;PB28;VE5999;16/01/2018 11:29;57.62;7.44;Ropa de adultos;24;30;15;3207;42;12;14
601PF40A;A;PF40;VE3791;01/03/2018 6:51;169.03;31.69;Muebles;10;25;7;747;13;36;30
37866PF67A;A;PF67;VE5422;25/03/2018 23:39;181.76;57.47;Muebles;34;19;3;225;45;16;30
95315PE34A;A;PE34;VE3768;06/03/2018 11:13;235.08;6.7;Tecnología;20;13;33;19;0;24;29
30874PL12A;A;PL12;VE5109;31/12/2017 8:35;14.16;10.46;Libros;4;3;13;567;16;22;22
45779PG24A;A;PG24;VE2068;01/04/2018 15:52;121.76;2.01;Salud;10;23;5;1034;22;8;21
8102PD64A;A;PD64;VE6785;08/02/2018 0:16;122.91;24.53;Celulares;14;9;10;305;20;18;31
63365PN85B;B;PN85;VE1307;22/07/2017 19:52;63.65;23.84;Dormitorio;1;9;27;2034;29;15;33
5896PE70A;A;PE70;VE1402;18/12/2017 12:26;55.03;71.02;Tecnología;38;4;31;47;22;15;25
16862PO26A;A;PO26;VE7406;24/02/2018 18:47;61.89;9.21;Productos ecoamigables;31;31;36;295;56;34;19
106293PO94A;A;PO94;VE2501;09/10/2017 21:53;4.42;1.91;Productos ecoamigables;32;33;9;1765;31;23;13
62927PM62A;A;PM62;VE7503;24/12/2017 22:10;30.18;24.72;Ferretería;9;16;40;2672;34;4;24
63085PQ60A;A;PQ60;VE9623;08/12/2017 6:44;72.79;50.14;Lácteos;37;32;12;1131;71;47;29
63072PL92A;A;PL92;VE8486;03/02/2018 19:40;109.47;40.75;Libros;29;15;35;2040;48;32;5
22999PC87A;A;PC87;VE1558;07/06/2018 20:00;103.34;7.42;Ropa infantil;14;10;11;286;10;6;12
15255PL41A;A;PL41;VE2821;03/06/2018 18:15;8.68;5.35;Libros;21;40;36;3308;22;9;43
18232PI10A;A;PI10;VE1211;05/08/2017 3:48;83.66;17.69;Juguetes;35;29;34;2262;9;17;15
58099PA49A;A;PA49;VE7866;31/01/2018 13:15;227.16;0.66;Electrodomésticos;35;35;19;3835;37;16;37
12185PG91A;A;PG91;VE9609;24/04/2018 7:27;94.24;48.77;Salud;10;30;3;2002;3;16;42
112582PE80A;A;PE80;VE1211;03/05/2018 11:06;19.85;11.9;Tecnología;3;16;20;743;49;5;8
77747PS40A;A;PS40;VE5346;02/03/2018 18:15;52.37;24.54;Carnicería;21;24;25;1728;7;6;23
46409PT12A;A;PT12;VE4454;04/03/2018 14:16;46.3;9.07;Tarjetas regalo;32;25;40;546;19;24;10
60909PJ51A;A;PJ51;VE2114;30/09/2017 22:54;93.06;0.17;Mascotas;11;38;30;472;7;32;25
15648PO66A;A;PO66;VE7885;06/05/2018 9:08;202.48;2.31;Productos ecoamigables;18;30;20;1104;67;22;42
104648PP97A;A;PP97;VE3210;21/10/2017 9:11;164.12;31.17;Licor;11;38;15;1272;13;7;9
42209PC48B;B;PC48;VE7885;18/06/2018 21:49;217.05;34.42;Ropa infantil;22;40;13;1508;39;16;20
15660PR43A;A;PR43;VE3791;24/12/2017 8:34;311.04;32.89;Frutas y verduras;13;24;0;2299;9;9;26
38076PO35C;C;PO35;VE4179;08/03/2018 0:23;115.99;9.54;Productos ecoamigables;0;34;28;5789;17;6;41
3343PR75B;B;PR75;VE6032;01/01/2018 9:21;240.84;16.39;Frutas y verduras;23;32;22;5666;28;6;30
103560PL45A;A;PL45;VE3858;04/01/2018 10:04;118.74;44.19;Libros;17;36;7;2262;57;5;9
3238PM71A;A;PM71;VE9434;11/01/2018 13:51;102.02;3.77;Ferretería;3;7;36;3258;41;56;13
103241PP78A;A;PP78;VE7281;16/09/2017 12:28;386;1.77;Licor;12;27;27;1211;1;20;23
31860PD43B;B;PD43;VE1266;11/01/2018 5:39;37.1;37.44;Celulares;26;38;20;114;35;13;26
26201PE28B;B;PE28;VE2980;26/02/2018 12:53;27.17;6.83;Tecnología;36;31;29;408;39;52;21
21099PS33A;A;PS33;VE3607;29/04/2018 18:22;40.99;12.35;Carnicería;5;27;19;2569;52;7;27
31448PE28A;A;PE28;VE2285;17/05/2018 18:59;166.54;1.78;Tecnología;19;8;38;1080;1;5;11
110774PG87B;B;PG87;VE4052;03/11/2017 21:42;53.9;32.66;Salud;10;5;28;4046;55;7;43
91107PN89D;D;PN89;VE6294;19/09/2017 4:26;265.07;8.5;Dormitorio;26;3;1;1509;31;1;35
31916PS76A;A;PS76;VE2770;05/09/2017 6:55;86.95;19.72;Carnicería;32;13;25;2480;73;3;25
72791PQ92A;A;PQ92;VE6108;08/10/2017 5:45;57.26;22.05;Lácteos;30;13;36;2671;61;14;19
93016PG31A;A;PG31;VE1266;16/06/2018 6:53;33.45;3.94;Salud;3;8;10;232;13;17;29
79815PR98A;A;PR98;VE1175;28/08/2017 15:59;33.57;3.95;Frutas y verduras;14;7;19;5470;51;21;20
81686PJ64A;A;PJ64;VE5473;10/09/2017 21:44;49.13;6.78;Mascotas;20;13;40;5571;20;7;32
65509PO47A;A;PO47;VE7338;09/03/2018 15:45;103.98;31.93;Productos ecoamigables;7;4;13;888;9;15;40
112067PG87A;A;PG87;VE9276;29/10/2017 17:20;179.24;11.12;Salud;29;32;30;1617;41;37;12
63256PI55A;A;PI55;VE5738;22/04/2018 2:35;371.51;3.87;Juguetes;9;27;11;1310;34;38;14
51310PL86A;A;PL86;VE6495;27/11/2017 6:51;371;14.25;Libros;17;12;2;1311;51;1;27
111020PM58A;A;PM58;VE8942;07/08/2017 16:48;68.03;68.84;Ferretería;21;28;20;437;28;16;5
67528PP98A;A;PP98;VE4002;30/08/2017 12:41;257.48;50.4;Licor;7;12;8;67;23;19;6
93053PQ54A;A;PQ54;VE2926;21/12/2017 2:25;48.03;5.58;Lácteos;26;17;22;1790;22;1;30
76665PG26A;A;PG26;VE1204;16/08/2017 19:16;418.56;20.36;Salud;17;4;21;2284;20;21;35
12322PP86A;A;PP86;VE1266;28/11/2017 8:36;59.43;6.28;Licor;14;29;25;246;45;24;12
78519PN60A;A;PN60;VE5993;29/05/2018 8:52;64.81;78.85;Dormitorio;37;30;37;2141;37;31;25
61244PE88A;A;PE88;VE7066;25/06/2018 23:47;39.68;7.19;Tecnología;33;1;26;504;37;32;20
34694PM53A;A;PM53;VE7503;30/04/2018 23:28;74.05;24.49;Ferretería;2;1;23;973;47;19;30
110321PA81A;A;PA81;VE4052;31/03/2018 9:26;125.17;12.32;Electrodomésticos;19;4;25;926;54;38;4
107282PG22B;B;PG22;VE2740;06/10/2017 19:28;310.83;23.83;Salud;29;25;17;4005;38;28;7
102742PR31A;A;PR31;VE7882;13/03/2018 9:52;50;12.82;Frutas y verduras;31;3;12;2992;24;24;12
137PT44A;A;PT44;VE9159;07/08/2017 18:43;139.2;0.25;Tarjetas regalo;18;1;11;102;22;24;20
16167PT45A;A;PT45;VE8325;15/05/2018 3:56;147.12;1.05;Tarjetas regalo;28;12;21;1232;40;20;34
63039PP19A;A;PP19;VE9609;10/05/2018 8:19;13.65;44.73;Licor;25;29;9;2161;17;16;40
15516PC78A;A;PC78;VE8692;24/05/2018 4:11;53.71;20.67;Ropa infantil;29;9;23;346;55;9;37
99127PM28A;A;PM28;VE8160;29/12/2017 6:59;13.14;10.07;Ferretería;18;35;20;2741;42;9;33
109996PI67A;A;PI67;VE4502;10/05/2018 1:48;25.1;73.18;Juguetes;27;1;36;710;28;31;23
63877PC35A;A;PC35;VE1125;30/07/2017 13:53;178.28;14.91;Ropa infantil;33;35;25;1942;26;10;13
47724PJ12B;B;PJ12;VE2887;14/10/2017 18:03;116.2;25.38;Mascotas;34;11;26;2778;13;27;27
91787PH75A;A;PH75;VE3342;10/03/2018 19:53;36.59;11.81;Bebés ;24;31;5;25;47;41;14
104243PJ70A;A;PJ70;VE2056;28/08/2017 21:17;518.79;16.76;Mascotas;0;34;35;29;48;13;40
60258PC19A;A;PC19;VE5422;24/10/2017 8:31;74.69;29.84;Ropa infantil;34;38;31;804;31;24;26
48621PE79A;A;PE79;VE8634;18/04/2018 14:36;113.14;11.01;Tecnología;8;20;8;516;42;25;7
40258PK29A;A;PK29;VE1033;04/04/2018 12:51;173.31;45.35;Deportes;25;19;2;2351;37;18;14
37166PP29A;A;PP29;VE5999;29/09/2017 22:09;39.66;2.3;Licor;34;21;3;3044;27;11;18
86505PH36A;A;PH36;VE6422;11/06/2018 20:37;286.55;34.83;Bebés ;16;2;11;1330;26;29;14
64182PE62E;E;PE62;VE2068;19/12/2017 4:08;356.07;25.76;Tecnología;19;39;40;1939;45;33;10
10200PA14A;A;PA14;VE7495;04/04/2018 17:59;10.11;1.1;Electrodomésticos;23;4;6;355;7;5;41
94987PM94A;A;PM94;VE2068;20/02/2018 5:13;3.79;4.17;Ferretería;16;3;28;290;1;24;24
38283PF73A;A;PF73;VE8494;14/09/2017 10:04;59.4;49.27;Muebles;17;25;0;2883;39;13;9
85097PR90A;A;PR90;VE4937;30/12/2017 21:27;24.48;13.27;Frutas y verduras;38;0;15;73;24;1;28
18052PM71A;A;PM71;VE7125;11/06/2018 14:25;33.79;23.3;Ferretería;14;16;28;493;19;12;32
56550PL21A;A;PL21;VE9864;22/06/2018 6:20;515.94;3.99;Libros;3;5;13;4192;25;38;33
23525PJ14A;A;PJ14;VE8544;08/02/2018 12:15;154.67;5.31;Mascotas;17;37;12;1303;5;29;31
80535PT25A;A;PT25;VE8975;18/04/2018 10:10;37.15;11.57;Tarjetas regalo;36;28;40;2826;47;35;27
56584PG77A;A;PG77;VE8511;23/05/2018 23:51;49.08;6.78;Salud;16;28;37;48;73;27;1
105299PP14A;A;PP14;VE7495;10/12/2017 13:33;192.37;0.4;Licor;24;31;33;6368;57;16;25
109704PA27A;A;PA27;VE8699;17/06/2018 14:13;14.83;36.43;Electrodomésticos;6;33;14;1346;37;26;7
62890PI65A;A;PI65;VE8722;22/07/2017 11:06;261.95;6.81;Juguetes;6;13;5;576;12;21;20
33861PA42A;A;PA42;VE6106;19/04/2018 21:53;239.82;10.45;Electrodomésticos;1;7;15;2579;0;32;16
69212PC10A;A;PC10;VE3276;29/04/2018 2:05;30.68;16.88;Ropa infantil;40;8;13;1249;33;21;21
11303PD23A;A;PD23;VE3768;03/01/2018 7:56;144.76;4.78;Celulares;15;0;26;3258;35;31;36
78146PI30A;A;PI30;VE2770;22/09/2017 8:57;656.61;0.93;Juguetes;25;34;31;13322;36;28;22
65894PG65A;A;PG65;VE3607;23/10/2017 3:51;286.85;62.38;Salud;32;23;32;83;38;3;22
97PH88A;A;PH88;VE8467;10/05/2018 23:59;65.5;61.63;Bebés ;17;3;36;1062;14;36;35
43084PO11A;A;PO11;VE6289;24/11/2017 9:46;145.47;65.22;Productos ecoamigables;10;18;30;779;41;28;6
71805PJ23A;A;PJ23;VE9434;25/05/2018 21:11;412.95;6.75;Mascotas;28;25;29;2244;35;3;35
79852PF34A;A;PF34;VE4277;03/12/2017 13:44;31.69;9.92;Muebles;36;13;1;1723;38;22;16
12732PC71A;A;PC71;VE7066;20/09/2017 9:55;138.12;14.86;Ropa infantil;37;40;22;3164;50;25;12
1395PB80A;A;PB80;VE8467;25/06/2018 6:12;65.63;1.08;Ropa de adultos;35;34;25;359;74;28;27
52235PL93A;A;PL93;VE8722;01/06/2018 7:38;94.41;53.44;Libros;14;5;26;4602;25;32;28
23408PK13A;A;PK13;VE8568;31/10/2017 1:09;115.26;12.89;Deportes;5;10;7;550;66;7;37
48847PF82A;A;PF82;VE6106;01/01/2018 9:28;40.34;113.15;Muebles;40;19;29;166;14;18;39
62834PR10A;A;PR10;VE8692;04/05/2018 20:45;94.06;4.88;Frutas y verduras;8;3;4;1301;42;21;42
41057PE96A;A;PE96;VE3199;15/01/2018 8:23;13.46;41.19;Tecnología;17;1;37;470;38;9;20
66239PM98B;B;PM98;VE3166;10/12/2017 9:06;259.05;11.96;Ferretería;36;31;32;3773;28;18;18
50215PL35A;A;PL35;VE3199;23/08/2017 22:59;436.41;10.48;Libros;17;37;0;3509;40;16;46
67957PR51A;A;PR51;VE8325;04/04/2018 11:44;156.29;17.07;Frutas y verduras;30;24;8;279;44;37;24
35002PL30A;A;PL30;VE8338;02/04/2018 13:19;192.11;3.02;Libros;35;11;6;607;30;1;50
72152PR46A;A;PR46;VE5389;20/06/2018 3:16;21.35;76.18;Frutas y verduras;17;37;1;3332;35;20;36
43729PL24A;A;PL24;VE5473;22/04/2018 10:30;178.24;31.4;Libros;26;1;37;1874;6;9;33
66477PR71A;A;PR71;VE6571;19/04/2018 8:47;97.45;65.03;Frutas y verduras;30;12;5;438;21;27;28
82145PA79A;A;PA79;VE7885;21/07/2017 2:18;25.78;9.89;Electrodomésticos;37;24;26;13;24;3;33
30495PS21A;A;PS21;VE5588;07/02/2018 15:49;56.1;30.23;Carnicería;7;10;13;603;49;1;24
105852PJ10A;A;PJ10;VE6646;23/01/2018 5:25;164.47;24.8;Mascotas;32;28;9;2512;9;27;20
24690PT35A;A;PT35;VE5681;29/08/2017 8:20;156.66;7.59;Tarjetas regalo;9;22;21;4393;27;13;35
95173PA73B;B;PA73;VE2992;03/10/2017 11:00;136.38;20.43;Electrodomésticos;8;19;15;2442;29;8;12
104379PN31A;A;PN31;VE4813;06/12/2017 20:35;34.37;5.47;Dormitorio;10;0;35;3432;35;11;21
14247PP24A;A;PP24;VE3797;12/10/2017 9:47;79.5;7.47;Licor;21;16;12;3502;14;22;18
112119PJ67A;A;PJ67;VE2129;10/01/2018 13:01;684.33;11.7;Mascotas;21;35;1;27;1;5;8
26706PL31A;A;PL31;VE5681;29/03/2018 6:04;248.58;12.72;Libros;11;37;24;5683;46;11;14
64883PK54A;A;PK54;VE2561;28/07/2017 3:28;49.82;33.34;Deportes;13;26;19;2553;24;7;24
63821PB40A;A;PB40;VE1402;16/12/2017 10:11;32.87;1.5;Ropa de adultos;29;22;26;512;40;25;15
34871PD10A;A;PD10;VE3276;25/01/2018 8:03;151.88;4.25;Celulares;22;0;10;358;58;3;8
41814PR23B;B;PR23;VE3806;18/03/2018 7:37;222.53;15.88;Frutas y verduras;29;17;7;3069;35;29;23
48159PT27A;A;PT27;VE9623;24/10/2017 3:46;268.89;11.65;Tarjetas regalo;2;25;4;1629;23;23;21
43708PB53A;A;PB53;VE1402;21/02/2018 15:59;189.59;8.84;Ropa de adultos;8;7;32;5819;56;11;25
94476PD42A;A;PD42;VE4124;11/03/2018 16:47;108.83;9.53;Celulares;34;37;34;1650;21;41;18
15160PI49A;A;PI49;VE3582;22/08/2017 17:52;52.05;9.73;Juguetes;9;18;3;162;17;9;34
107184PH38B;B;PH38;VE3927;02/02/2018 19:38;42.91;106.2;Bebés ;12;3;34;1844;34;9;20
15407PJ48B;B;PJ48;VE4436;20/02/2018 0:07;74.87;56;Mascotas;23;39;25;957;50;11;26
27159PK25A;A;PK25;VE6108;16/05/2018 2:33;17.94;45.09;Deportes;23;8;13;1409;1;21;15
47921PE41A;A;PE41;VE4242;23/05/2018 13:27;56.79;87.65;Tecnología;9;40;18;2161;36;22;27
50566PF70A;A;PF70;VE6781;16/11/2017 7:32;203.18;7.16;Muebles;30;19;3;4195;2;19;11
105549PI86A;A;PI86;VE2129;06/02/2018 14:02;391.38;24.35;Juguetes;14;29;14;190;25;18;9
59226PP36A;A;PP36;VE6060;31/03/2018 15:58;27.94;8.97;Licor;29;25;2;2310;17;5;26
90032PH18A;A;PH18;VE2056;15/03/2018 5:07;131.2;10.49;Bebés ;8;30;1;704;32;6;21
72920PT67A;A;PT67;VE3806;16/06/2018 18:57;208.43;15.4;Tarjetas regalo;8;17;28;7972;37;7;25
6426PQ88A;A;PQ88;VE6294;01/11/2017 8:14;116.26;2.89;Lácteos;1;34;19;2594;24;17;10
33123PE43A;A;PE43;VE2561;16/04/2018 18:38;15.33;27.58;Tecnología;29;10;23;2500;51;20;22
72731PL53A;A;PL53;VE7495;13/12/2017 2:58;119.17;21.79;Libros;30;27;2;239;6;31;7
11371PM57A;A;PM57;VE3979;19/06/2018 11:42;429.29;15.11;Ferretería;11;27;15;1904;41;20;31
72725PD93A;A;PD93;VE1019;19/02/2018 7:20;304.1;15.56;Celulares;0;38;31;1602;15;24;17
1970PT32A;A;PT32;VE7125;27/07/2017 8:41;23.25;9.56;Tarjetas regalo;0;2;35;107;10;6;49
68344PG30A;A;PG30;VE4002;19/06/2018 19:05;246.51;2.25;Salud;14;25;13;195;36;5;8
29480PG75A;A;PG75;VE9530;21/04/2018 1:46;68.6;7.62;Salud;28;34;39;327;39;1;27
56060PI68A;A;PI68;VE4446;21/11/2017 6:02;79.42;2.23;Juguetes;9;35;25;1872;40;11;36
82588PQ78B;B;PQ78;VE7866;15/03/2018 2:01;117.57;7.87;Lácteos;32;12;14;2046;56;19;40
51566PR85A;A;PR85;VE8782;24/10/2017 8:10;66.86;1.34;Frutas y verduras;24;3;4;861;22;10;9
50439PL50B;B;PL50;VE8511;12/09/2017 7:49;82.11;13.06;Libros;25;27;23;5464;8;27;29
37796PA31A;A;PA31;VE2305;18/12/2017 13:33;11.79;41.7;Electrodomésticos;23;25;22;5691;40;18;5
83093PF28B;B;PF28;VE7147;09/10/2017 9:52;119.34;22.27;Muebles;40;17;22;215;27;0;33
24351PF55A;A;PF55;VE6535;25/02/2018 3:31;86.46;4.51;Muebles;39;16;15;1755;33;24;5
83485PK76A;A;PK76;VE4829;30/05/2018 0:34;0.28;6.59;Deportes;28;20;1;4655;37;14;26
5157PB66B;B;PB66;VE9449;17/03/2018 9:17;279;31.2;Ropa de adultos;3;5;16;729;36;15;18
13233PM52A;A;PM52;VE8895;22/05/2018 17:38;5.96;6.48;Ferretería;5;2;25;270;32;2;29
105590PE28A;A;PE28;VE6571;17/08/2017 6:00;72.34;40.94;Tecnología;9;39;9;293;31;10;9
256PO77A;A;PO77;VE8917;12/10/2017 11:19;164.36;78.94;Productos ecoamigables;12;3;38;2731;40;20;23
28509PQ32A;A;PQ32;VE3806;31/07/2017 11:15;112.56;39.65;Lácteos;37;10;18;663;29;3;7
37768PH12A;A;PH12;VE6032;29/08/2017 5:53;83.38;9.45;Bebés ;14;4;5;1487;13;8;26
78207PF67A;A;PF67;VE3276;21/05/2018 14:12;57.82;10.82;Muebles;1;38;26;2838;33;9;33
65897PD31A;A;PD31;VE3607;14/01/2018 18:18;34.8;58.74;Celulares;22;36;6;2378;27;29;8
71413PP90A;A;PP90;VE3806;30/11/2017 0:19;137.95;27.4;Licor;3;5;6;9270;37;1;24
60795PR11A;A;PR11;VE2770;25/10/2017 1:07;1.7;6.36;Frutas y verduras;39;28;16;3083;31;15;17
34148PD97A;A;PD97;VE6060;20/06/2018 20:04;23.95;21.28;Celulares;13;27;22;2799;42;25;27
20789PN49A;A;PN49;VE2285;03/10/2017 17:20;100.47;38.02;Dormitorio;21;26;29;117;20;41;23
70188PH87A;A;PH87;VE9530;08/01/2018 18:42;134.12;15.41;Bebés ;8;1;2;4306;49;25;15
23994PK78A;A;PK78;VE1204;03/10/2017 18:16;60.78;0.98;Deportes;19;4;35;502;8;12;32
17329PJ39A;A;PJ39;VE8925;24/05/2018 8:10;313.09;3.57;Mascotas;15;18;0;2072;11;7;18
75743PJ54A;A;PJ54;VE8613;24/04/2018 8:45;186.52;6.78;Mascotas;36;13;35;1001;3;28;4
93036PG42A;A;PG42;VE4333;22/10/2017 21:23;3.56;13.31;Salud;19;6;39;5;14;14;49
60891PL45A;A;PL45;VE2012;25/10/2017 8:32;11.96;34.41;Libros;30;38;5;1050;25;5;16
18388PO68A;A;PO68;VE4580;21/06/2018 2:13;110.56;21.49;Productos ecoamigables;24;20;35;3726;19;0;19
108992PQ35A;A;PQ35;VE2501;26/12/2017 9:22;110.97;0.74;Lácteos;13;3;27;1117;1;5;22
98608PR26A;A;PR26;VE1019;23/10/2017 14:03;336.18;1.03;Frutas y verduras;8;9;7;4599;3;11;33
89682PA17A;A;PA17;VE4813;15/03/2018 11:29;40.54;8.78;Electrodomésticos;27;8;8;2216;13;19;30
80883PT45G;G;PT45;VE3342;12/05/2018 11:40;9.8;38.75;Tarjetas regalo;40;37;35;705;16;3;35
20574PC56A;A;PC56;VE9449;23/10/2017 7:25;16.52;72.08;Ropa infantil;32;10;15;2019;20;17;15
6261PM54E;E;PM54;VE3482;23/08/2017 19:19;15.4;1.82;Ferretería;0;24;5;2524;23;14;18
94589PE67A;A;PE67;VE9555;27/12/2017 21:23;17.13;10.73;Tecnología;32;27;25;215;32;10;23
88537PA20A;A;PA20;VE3979;13/03/2018 10:33;47.86;18.06;Electrodomésticos;38;29;12;3324;65;17;37
21453PE43A;A;PE43;VE4436;10/10/2017 20:00;786.59;26.4;Tecnología;2;27;8;5210;47;27;33
55753PJ61A;A;PJ61;VE7495;14/03/2018 16:30;208.24;15.99;Mascotas;28;15;6;1206;22;18;23
6293PQ99A;A;PQ99;VE5389;25/06/2018 6:55;55.73;21.12;Lácteos;8;39;33;3936;58;27;31
26223PB50A;A;PB50;VE3215;22/01/2018 13:34;126.14;30.02;Ropa de adultos;39;2;27;67;30;17;37
44994PJ40A;A;PJ40;VE8455;12/12/2017 23:56;16.87;7.54;Mascotas;15;30;15;1135;47;19;14
94054PL41A;A;PL41;VE6289;19/04/2018 14:25;99.19;46.32;Libros;31;0;8;2174;40;14;33
76966PA28A;A;PA28;VE1340;24/11/2017 1:31;46.74;17.94;Electrodomésticos;30;30;30;1534;31;17;32
26511PN10B;B;PN10;VE2305;07/12/2017 9:16;1.34;22.7;Dormitorio;32;5;25;6615;6;28;21
37873PJ31A;A;PJ31;VE2114;11/08/2017 8:37;105.86;3.55;Mascotas;19;10;20;2566;20;1;38
3PB23A;A;PB23;VE2129;21/10/2017 19:55;147.1;2.41;Ropa de adultos;8;27;19;929;32;13;48
104128PT73A;A;PT73;VE9946;16/11/2017 23:46;6.31;42.75;Tarjetas regalo;15;7;26;4667;32;24;19
108465PT19A;A;PT19;VE3768;21/01/2018 17:42;73.92;103.43;Tarjetas regalo;34;12;15;230;33;34;37
75148PR59C;C;PR59;VE4937;01/01/2018 6:58;5.76;50.2;Frutas y verduras;3;28;9;748;9;27;24
